Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Ðý?ng Nguy?n Duy Trinh, Phý?ng B?nh Trýng Tây, Qu?n 2, H? Chí Minh",39.6,,3,B?c,,2,2,2,,,3.5
"Ph? Tôn Ð?c Th?ng, Phý?ng Vãn Chýõng, Ð?ng Ða, Hà N?i",35,3.5,,,,5,,,Have certificate,Full,5.5
"Phý?ng Hi?p Thành, Th? D?u M?t, B?nh Dýõng",107,,,,,3,4,,,,5.9
"D? án Hi?p Thành III, Ðý?ng Ph?m Ng?c Th?ch, Phý?ng Hi?p Thành, Th? D?u M?t, B?nh Dýõng",100,,,Tây - B?c,,,3,2,,,4.5
"D? án Phú H?a I, Phý?ng Phú H?a, Th? D?u M?t, B?nh Dýõng",126,,6,,,,,,,,5.75
"Ðý?ng DX 031, Phý?ng Phú M?, Th? D?u M?t, B?nh Dýõng",80,5,5,Nam,,2,3,2,,Full,3.4
"Ðý?ng Lê Ð?c Th?, Phý?ng 7, G? V?p, H? Chí Minh",75,,,,,4,,,,,8.8
"Ðý?ng Hu?nh Vãn L?y, Phý?ng Phú L?i, Th? D?u M?t, B?nh Dýõng",167,,,,,,,,,,10
"Ðý?ng Long Thu?n, Phý?ng Long Phý?c, Qu?n 9, H? Chí Minh",50,,9,Nam,,3,3,3,Have certificate,Basic,3.99
"Ðý?ng Nguy?n Th? Minh Khai, Phý?ng Phú H?a, Th? D?u M?t, B?nh Dýõng",75,5,15,,,,,,,,7.9
"Ðý?ng ? Lan, X? Ð?ng Xá, Gia Lâm, Hà N?i",75,6.4,,,,4,,,Have certificate,,6.8
"Ph? Chùa Láng, Phý?ng Laìng Thýõòng, Ð?ng Ða, Hà N?i",40,4,3,Ðông - B?c,Ðông - B?c,5,3,4,Have certificate,Full,6.4
"Phý?ng Phú M?, Th? D?u M?t, B?nh Dýõng",102.5,,,,,2,3,3,,,3.15
"Ðý?ng Hýõng l? 2, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",72,,6,,,5,5,6,Have certificate,Full,6.9
"Phý?ng Phú L?i, Th? D?u M?t, B?nh Dýõng",154,7.7,,,,2,,,,,6.6
"H?m 293, Ðý?ng Nguy?n Th? Minh Khai, Phý?ng Phú H?a, Th? D?u M?t, B?nh Dýõng",125,,,,,2,3,,,Full,3.69
"Ðý?ng DX 065, Phý?ng Ð?nh H?a, Th? D?u M?t, B?nh Dýõng",120,,6,,,3,5,3,,,3.38
"Ðý?ng M? L?, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",52,,6,,,4,5,5,Have certificate,Full,6.7
"Ðý?ng Trý?ng Sa, Phý?ng 13, Phú Nhu?n, H? Chí Minh",40,,,Ðông - Nam,Ðông - Nam,5,4,5,Have certificate,Full,9.2
"Ðý?ng V?nh Khê, X? An Ð?ng, An Dýõng, H?i Ph?ng",68,4,4,Ðông - B?c,Ðông - B?c,3,3,4,Have certificate,Basic,3.2
"Ðý?ng Nguy?n Ð?o An, Phý?ng Phúc Di?n, B?c T? Liêm, Hà N?i",35,4.2,3,Ðông - Nam,Ðông - Nam,5,3,4,Have certificate,Full,4.4
"Ðý?ng ? Lan, X? Ð?ng Xá, Gia Lâm, Hà N?i",80,6.5,6,Ðông - B?c,Ðông - B?c,3,4,3,Have certificate,Full,6.8
"Ðý?ng Lê Tr?ng T?n, X? La Phù, Hoài Ð?c, Hà N?i.",30,3.07,2.7,Nam,Nam,3,4,3,Have certificate,,2.7
"D? án KÐT Phúc Ð?t, Ðý?ng Hoàng Hoa Thám, Phý?ng Phú L?i, Th? D?u M?t, B?nh Dýõng",100,,,,,,,,,,8
"Ph? Tôn Ð?c Th?ng, Phý?ng Vãn Chýõng, Ð?ng Ða, Hà N?i",40,4.1,,,,5,,,Have certificate,Full,7.45
"Ðý?ng Nguy?n Vãn Công, Phý?ng 3, G? V?p, H? Chí Minh",60,4.3,4,,,2,3,2,Have certificate,Full,6.5
"Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",35,3,,,,4,5,,Have certificate,Full,6.15
"Ðý?ng Phan Vãn Tr?, Phý?ng 7, G? V?p, H? Chí Minh",104,,,,,,,,Have certificate,,8.1
"Ðý?ng S? 4, Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",60.7,4,13,,,3,3,4,Have certificate,,3.2
"Ph? Trung Li?t, Phý?ng Trung Liêòt, Ð?ng Ða, Hà N?i",45,,,,,4,4,4,Have certificate,Full,7.68
"Ðý?ng Phan Ð?nh Phùng, Phý?ng Tân Thành, Tân Phú, H? Chí Minh",72,,,,,3,,,Have certificate,,8.7
"H?m 373, Ph? L? Thý?ng Ki?t, Phý?ng 9, Tân B?nh, H? Chí Minh",64.1,4,,,,3,3,4,Have certificate,Full,9.5
"Ðý?ng C?u Xéo, Phý?ng Tân Sõn Nh?, Tân Phú, H? Chí Minh",165,,,,,2,,,Have certificate,,9.5
"Phý?ng Tãng Nhõn Phú A, Qu?n 9, H? Chí Minh",90,5.4,6,Tây - Nam,,,4,4,Have certificate,Full,4.9
"Nguy?n Th? Ki?u, Tân Th?i Hi?p, Qu?n 12, H? Chí Minh",62,4,8,,,3,3,2,Have certificate,,4.38
"Ðý?ng Ð?ng Ti?n Ðông, Phý?ng Trung Liêòt, Ð?ng Ða, Hà N?i",64,,,,,5,6,5,,,8.5
"Ðý?ng Lýõng Vãn Can, Phý?ng 15, Qu?n 8, H? Chí Minh",85,4,6,,,4,6,5,,Basic,5.9
"Ph? C? L?c, Phý?ng Thý?ng Ð?nh, Thanh Xuân, Hà N?i",38,63,,,,4,3,3,Have certificate,Full,6.15
"Ðý?ng Tôn Th?t Thuy?t, Phý?ng 18, Qu?n 4, H? Chí Minh",23.7,,,,,,,,Have certificate,,3.3
"Ðý?ng Hoàng Công Ch?t, Phý?ng Phú Di?n, B?c T? Liêm, Hà N?i",30,3.4,,,,4,,,Have certificate,,8.5
"Ðý?ng Phan Huy Ích, Phý?ng 12, G? V?p, H? Chí Minh",96,5,7,,,5,5,6,Have certificate,Full,7.3
"Ðý?ng M? C?c, Phý?ng 15, Qu?n 8, H? Chí Minh",110,3.6,4,,,4,4,4,Have certificate,Full,5.4
"Ðý?ng L? Nhân Tông, Phý?ng Khuê Trung, C?m L?, Ðà N?ng",93,5,7.5,Ðông - Nam,,3,4,3,Have certificate,,7.3
"Ðý?ng Dýõng Vãn Bé, Phý?ng V?nh Tuy, Hai Bà Trýng, Hà N?i",40,,,,,4,4,3,Have certificate,,8.9
"Ph? Trung Li?t, Phý?ng Trung Li?t, Ð?ng Ða, Hà N?i",44,,,,,4,4,,Have certificate,Full,7.68
"Ðý?ng Lâm Vãn B?n, Phý?ng Tân Ki?ng, Qu?n 7, H? Chí Minh",77,,,,,4,4,4,Have certificate,Full,9.8
"Ðý?ng V? Xuân Thi?u, Phý?ng Sài Ð?ng, Long Biên, Hà N?i",45,5,4,,,6,4,5,Have certificate,Full,5.75
"Ðý?ng Hu?nh T?n Phát, Phý?ng B?nh Thu?n, Qu?n 7, H? Chí Minh",102,,,,,3,4,4,Have certificate,,8.5
"Ðý?ng An Dýõng Výõng, Phý?ng Phú Thý?ng, Tây H?, Hà N?i",45,,,,,5,3,4,Have certificate,,6.25
"Ðý?ng Long Thu?n, Phý?ng Trý?ng Th?nh, Qu?n 9, H? Chí Minh",59,5,7,,,4,3,3,Have certificate,,4.2
"Ðý?ng 8, Phý?ng Trý?ng Th?nh, Qu?n 9, H? Chí Minh",51,,6,,,3,4,3,Have certificate,,4.5
"Ðý?ng Nguy?n Duy Trinh, Phý?ng Long Trý?ng, Qu?n 9, H? Chí Minh",60,5.2,6,,,3,4,3,Have certificate,,4.5
"Ðý?ng Ðào Tông Nguyên, Th? tr?n Nhà Bè, Nhà Bè, H? Chí Minh",68,6,6,,,4,4,5,Have certificate,Full,6.2
"Ðý?ng Lê Ð?c Th?, Phý?ng M? Ð?nh 1, Nam T? Liêm, Hà N?i.",46,,,,,4,5,3,Have certificate,Full,8.6
"Ðý?ng Tr?n Qu? Khoách, Phý?ng H?a Minh, Liên Chi?u, Ðà N?ng",95,5,7.5,Ðông - Nam,Ðông - Nam,3,3,4,Have certificate,Full,6.7
"Ðý?ng Tr?n Qu? Khoách, Phý?ng H?a Minh, Liên Chi?u, Ðà N?ng",95,,,,,3,4,4,Have certificate,Full,6.7
"Ðý?ng Tr?n Phú, Phý?ng  H?i Châu I, H?i Châu, Ðà N?ng",83,4.16,2.5,B?c,,1,2,1,Have certificate,,3.7
"D? án Sài G?n M?i, Ðý?ng Ðào Tông Nguyên, Th? tr?n Nhà Bè, Nhà Bè, H? Chí Minh",57.6,,8,,,3,4,5,Have certificate,,6.3
"Ðý?ng Chu Huy Mân, Phý?ng Phúc Ð?ng, Long Biên, Hà N?i",50,,,,,,,,Have certificate,,6.6
"Ðý?ng B?ch Ð?ng, Phý?ng Phý?c Ti?n, Nha Trang, Khánh H?a",47.4,5,14,Tây - Nam,Tây - Nam,2,2,1,Have certificate,,6.4
"Ðý?ng 2/9, Phý?ng H?a Cý?ng Nam, H?i Châu, Ðà N?ng",65.4,3.35,33,Tây - Nam,Tây - Nam,3,2,2,Have certificate,Full,6.75
"Ðý?ng Phan Ð?nh Giót, Phý?ng La Khê, Hà Ðông, Hà N?i",35,,,,,4,4,3,Have certificate,Basic,6.15
"Ðý?ng Láng, Phý?ng Láng Thý?ng, Ð?ng Ða, Hà N?i",40,4,,,,5,4,,Have certificate,Full,8.45
"40/563, Ðý?ng Ði?n Biên, Phý?ng L?c H?a, Nam Ð?nh, Nam Ð?nh",72,6.25,4,Tây - B?c,Ðông - Nam,3,5,3,Have certificate,Full,2
"Ðý?ng  L? Thý?ng Ki?t, Phý?ng 7, Tân B?nh, H? Chí Minh",60,,,,,5,5,6,Have certificate,Basic,7.99
"Ngách 207.77.50, Ðý?ng Bùi Xýõng Tr?ch, Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",40,4.5,,,,6,4,,Have certificate,Full,6.9
"Ðý?ng G? Xoài, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",64,,5,,,4,4,5,Have certificate,Full,5.6
"Phý?ng L?nh Nam, Hoàng Mai, Hà N?i",32,,,,,5,3,,Have certificate,,5.25
"Ðý?ng Bà H?t, Phý?ng 8, Qu?n 10, H? Chí Minh",34,3.3,6,Ðông - B?c,Ðông - B?c,2,2,1,Have certificate,Basic,7.5
"Ðý?ng Hoàng Sa, Phý?ng 5, Tân B?nh, H? Chí Minh",46,3.3,8,,,2,3,2,Have certificate,Basic,5.85
"X? Ph?ng Châu, Huy?n Chýõng M?, Hà N?i",31,,,,,3,3,3,Have certificate,Basic,2.08
"Ðý?ng 8, Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",100,5,6,,,4,7,7,Have certificate,Full,9.45
"Ðý?ng Ðê Tr?n Khát Chân, Phý?ng Thanh Lýõng, Hai Bà Trýng, Hà N?i",32,,,,,5,3,3,Have certificate,Full,4.98
"Phý?ng Yên Ngh?a, Hà Ðông, Hà N?i",34,3.5,4,,,4,4,4,Have certificate,Basic,5.5
"Ðý?ng Lê Quang Ð?o, Phý?ng M? Ð?nh 1, Nam T? Liêm, Hà N?i.",48,4,3,,,4,4,,Have certificate,Full,9.39
"Ðý?ng B?ch Ð?ng, Phý?ng Chýõng Dýõng, Hoàn Ki?m, Hà N?i",37,,,,,5,6,,Have certificate,Basic,5
"Ðý?ng Hi?p Nh?t, Phý?ng 4, Tân B?nh, H? Chí Minh",42,3.1,8,,,2,3,2,Have certificate,Full,5.8
"Ðý?ng Tân Hýõng, Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",56,,5,Ðông,,2,,,,,5.7
"Phý?ng 15, Tân B?nh, H? Chí Minh",83,,6,,,4,4,4,Have certificate,Full,6.9
"Phý?ng Hi?p B?nh Phý?c, Th? Ð?c, H? Chí Minh",52,,,,,3,3,3,Have certificate,,5.6
"Ðý?ng L?c Long Quân, Phý?ng Ngh?a Ðô, C?u Gi?y, Hà N?i",45,,,,,5,,,,,6.2
"Ðý?ng S? 15, Phý?ng B?nh Trýng Ðông, Qu?n 2, H? Chí Minh",71,45,6,Nam,Nam,5,4,4,Have certificate,Basic,6.3
"Ðý?ng Hi?p B?nh, Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",56,4,8,,,4,4,3,Have certificate,Basic,6.7
"Ðý?ng S? 793, Phý?ng Tân Hýng, Qu?n 7, H? Chí Minh",65,4,7,,,5,3,5,Have certificate,Full,9.3
"D? án T&T Millennia City Long H?u, X? Long H?u, C?n Giu?c, Long An",240,12,12,Ðông - Nam,Ðông - Nam,3,5,5,Sale contract,,7.4
"318/, Ðý?ng Phan Vãn Tr?, Phý?ng 11, B?nh Th?nh, H? Chí Minh",30,6.8,,,,2,2,2,Have certificate,Basic,3.6
"Ðý?ng Nguy?n Thi?u Lâu, Phý?ng Hi?p Tân, Tân Phú, H? Chí Minh",82,4.1,12,,,2,2,2,Have certificate,Basic,8.2
"Ðý?ng Tho?i Ng?c H?u, Phý?ng H?a Th?nh, Tân Phú, H? Chí Minh",72,4.3,6,,,3,3,3,Have certificate,Basic,7.5
"Ki?t 267 Núi Thành, Phý?ng H?a Cý?ng B?c, H?i Châu, Ðà N?ng",43,,,Ðông - B?c,,3,3,3,,,3.89
"Ph? C? L?c, Phý?ng Thý?ng Ð?nh, Thanh Xuân, Hà N?i",38,6.3,25,,,4,3,4,Have certificate,Full,6.15
"Phý?ng H? Ð?nh, Thanh Xuân, Hà N?i",39,5,3,,,4,4,4,Have certificate,Full,6.15
"Ðý?ng C? Chi, Phý?ng V?nh H?i, Nha Trang, Khánh H?a",60,3.78,20,Nam,,3,5,3,Have certificate,Full,7.56
"Ðý?ng Tân Hýõng, Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",35,,,,,3,2,2,Have certificate,,4.7
"Ðý?ng V?nh Phú 33, Phý?ng V?nh Phú, Thu?n An, B?nh Dýõng",97,5,4,Tây - B?c,Tây - B?c,1,3,1,Have certificate,Full,3.5
"Ðý?ng Ng?c Th?y, Phý?ng Ng?c Th?y, Long Biên, Hà N?i",110,7,4.5,,,1,1,2,Have certificate,Full,8.5
"Ðý?ng Th?ng Nh?t, Phý?ng Tân Thành, Tân Phú, H? Chí Minh",60,,,,,,3,3,Have certificate,,4.9
"Ðý?ng B?nh Nhâm 31, Phý?ng B?nh Nhâm, Thu?n An, B?nh Dýõng",32.5,4,2.5,Tây - Nam,Tây - Nam,1,2,1,Have certificate,Basic,1.35
"Ðý?ng Ð?ng Kh?i, Phý?ng Tân Ti?n, Biên H?a, Ð?ng Nai",84,4.2,10,Ðông,Ðông,3,4,3,Have certificate,,9.5
"Ðý?ng Ð?ng Kh?i, Phý?ng Tr?ng Dài, Biên H?a, Ð?ng Nai",95,5,6,B?c,B?c,2,3,2,Have certificate,Basic,3.9
"Ðý?ng Nguy?n Ái Qu?c, Phý?ng Tân Hi?p, Biên H?a, Ð?ng Nai",136,6.8,6,Tây,Tây,1,3,1,Have certificate,,4.3
"Ðý?ng Ð?ng Kh?i, Phý?ng Tân Mai, Biên H?a, Ð?ng Nai",186,5.9,5,B?c,B?c,,2,2,Have certificate,,6.2
"Ðý?ng Nguy?n Vãn Linh, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",31,,,,,5,3,4,Have certificate,Full,4.6
"Ðý?ng Phú Ðô, Phý?ng Phú Ðô, Nam T? Liêm, Hà N?i",48,4,35,,,4,4,,Have certificate,Full,9.6
"Ðý?ng M? L?, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",64,4,5,,,3,4,5,Have certificate,Full,5.85
"Ðý?ng  T? Quang B?u, Phý?ng 5, Qu?n 8, H? Chí Minh",40.4,,4,,,3,2,3,Have certificate,Basic,6.2
"Ðý?ng C?u Gi?y, Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",40,,,,,4,4,3,Have certificate,Full,7.85
"Ðý?ng Tô Hi?u, Phý?ng H?a Minh, Liên Chi?u, Ðà N?ng",152,9,7.5,,,,,,Have certificate,,8.2
"95, Ðý?ng Lê Vãn Lýõng, Phý?ng Tân Ki?ng, Qu?n 7, H? Chí Minh",61.2,3.6,5,,,3,3,3,Have certificate,Full,6.1
"Ðý?ng Th?nh L?c 44, Phý?ng Th?nh L?c, Qu?n 12, H? Chí Minh",80,4,12,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Full,5
"Ðý?ng Qu?c L? 1, X? Ninh L?c, Ninh H?a, Khánh H?a",175,9,45,Ðông - Nam,Ðông - Nam,,1,1,Have certificate,,1.7
"Ðý?ng Vý?n Lài, Phý?ng An Phú Ðông, Qu?n 12, H? Chí Minh",60.5,,,,,3,4,3,Have certificate,Full,5.5
"Ðý?ng Tân Mai, Phý?ng Tân Mai, Hoàng Mai, Hà N?i",45,3.6,2.6,,,5,3,4,Have certificate,Full,5.4
"Ng? 99, Ðý?ng Trýõng Ð?nh, Phý?ng Hoàng Vãn Th?, Hoàng Mai, Hà N?i",28,4,,,,5,3,4,Have certificate,Basic,3.5
"Ðý?ng Cách M?ng Tháng Tám, Phý?ng 10, Qu?n 3, H? Chí Minh",48,,4,,,4,4,4,,,9.6
"Ðý?ng T15, Phý?ng An Phú Ðông, Qu?n 12, H? Chí Minh",95,5,7,,,3,4,4,,Full,4.2
"Ðý?ng 6, X? Ph?ng Châu, Chýõng M?, Hà N?i",35,4,5,Ðông - Nam,Ðông - Nam,4,3,3,Have certificate,Full,2.1
"Ðý?ng Th?nh L?c 17, Phý?ng Th?nh L?c, Qu?n 12, H? Chí Minh",117,4.5,,Tây - B?c,Tây - B?c,1,2,2,Have certificate,Basic,8.3
"Ph? Ph? V?ng, Phý?ng ÐôÌng Tâm, Hai Bà Trýng, Hà N?i",43,4,2,Tây - B?c,Tây - B?c,4,4,3,Have certificate,Basic,8.6
"Khu ðô th? m?i La Khê, La Khê, Hà Ðông, Hà N?i",76.4,,15,Tây - Nam,,,,,Have certificate,Basic,8.9
"Ðý?ng Nguy?n Tý?ng Loan, Phý?ng Ngh?a Xá, Lê Chân, H?i Ph?ng",52,4.4,3,Tây - Nam,Nam,4,4,3,Have certificate,Basic,4.35
"Ðý?ng Phùng Th? Chinh, Phý?ng Phù Li?n, Ki?n An, H?i Ph?ng",52,4,4,Ðông,Ðông,3,3,3,Have certificate,Basic,1.9
"Ðý?ng 18B, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",75,,8,,,5,4,5,Have certificate,Full,6.6
"Ðý?ng Ngô Quy?n, Phý?ng Máy Chai, Ngô Quy?n, H?i Ph?ng",44.1,4.2,10,Tây - Nam,Tây - Nam,5,4,4,Have certificate,Basic,4.35
"Ðý?ng Hýõng l? 2, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",120,,6,,,3,6,3,Have certificate,,8.8
"Ðý?ng G? Xoài, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",48,4,8,,,1,3,,Have certificate,Full,5.85
"Ðý?ng Lê Vãn Qu?i, Phý?ng B?nh Tr? Ðông, B?nh Tân, H? Chí Minh",44,,,,,3,4,3,Have certificate,,4.7
"Ðý?ng Vành Ðai Trong, Phý?ng B?nh Tr? Ðông B, B?nh Tân, H? Chí Minh",80,4,10,,,4,4,3,Have certificate,Full,9.99
"Ðý?ng L?c Long Quân, Phý?ng 8, Tân B?nh, H? Chí Minh",31,4,4,,,4,3,4,Have certificate,,4.68
"Ðý?ng Hoàng Bích Sõn, Phý?ng Phý?c M?, Sõn Trà, Ðà N?ng",102.5,5,,Tây,,2,3,3,Have certificate,,8
"Ðý?ng Vý?n Chu?i, Phý?ng 4, Qu?n 3, H? Chí Minh",30,3.2,4,,,5,5,4,Have certificate,Basic,5.8
"Ðý?ng Tân Sõn Nh?, Phý?ng Tân Sõn Nh?, Tân Phú, H? Chí Minh",44,4,3.6,Tây - Nam,,2,3,2,Have certificate,Basic,4.2
"Ðý?ng Nguy?n Th? T?n, Phý?ng B?u H?a, Biên H?a, Ð?ng Nai",67,4,5,Ðông - Nam,Ðông - Nam,2,3,2,Have certificate,Basic,2.8
"Ph? Vi?t Hýng, Phý?ng Vi?t Hýng, Long Biên, Hà N?i",33,3.4,2,,,5,3,4,Have certificate,Basic,4.55
"Phý?ng Nhân Chính, Thanh Xuân, Hà N?i",38,6.3,,,,4,,,Have certificate,Full,6.15
"Ng? 63, Ðý?ng Lê Ð?c Th?, Phý?ng M? Ð?nh 2, Nam T? Liêm, Hà N?i",35,,3,,,5,3,4,Have certificate,Full,5.25
"Ðý?ng Tân Sõn Nh?, Phý?ng Tân Sõn Nh?, Tân Phú, H? Chí Minh",44,4,3.6,Tây - Nam,,2,2,2,Have certificate,Basic,4.2
"Ðý?ng Tho?i Ng?c H?u, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",52,,8,,,5,6,6,Have certificate,Full,7.45
"Phý?ng Phý?c Long, Nha Trang, Khánh H?a",86,5.15,,,,3,3,4,,Full,7
"Ðý?ng Hu?nh T?n Phát, Phý?ng B?nh Thu?n, Qu?n 7, H? Chí Minh",102,,,,,3,3,2,Have certificate,Basic,8.5
"D? án Lovera Premier, Ðý?ng Tr?nh Quang Ngh?, X? Phong Phú, B?nh Chánh, H? Chí Minh",75,,,,,,,,Have certificate,,10
"Ph? Khâm Thiên, Phý?ng Khâm Thiên, Ð?ng Ða, Hà N?i",30,3.5,3,,,6,3,4,,,5.68
"Phý?ng B?nh Chu?n, Thu?n An, B?nh Dýõng",67,10,10,,,3,3,2,Have certificate,Full,3.25
"Ðý?ng Hu?nh T?n Phát, Phý?ng Phú Thu?n, Qu?n 7, H? Chí Minh",96,6,12,,,5,8,7,Have certificate,,8.15
"Ðý?ng Lê Quang Ð?o, Phý?ng Phú Ðô, Nam T? Liêm, Hà N?i",38,4.8,3,,,5,3,3,Have certificate,Full,6.45
"Ðý?ng Lê Quang Ð?o, Phý?ng Phú Ðô, Nam T? Liêm, Hà N?i",34,3.3,3,,,5,3,3,Have certificate,Full,6.99
"Ðý?ng M? Ð?nh 1, Phý?ng M? Ð?nh 1, Nam T? Liêm, Hà N?i",42,4.8,4,,,6,4,4,Have certificate,Full,9.5
"Ph? Chùa Qu?nh, Phý?ng Thanh Lýõng, Hai Bà Trýng, Hà N?i",41,,,,,,,,,,5.4
"Ðý?ng Phú Ðô, Phý?ng Phú Ðô, Nam T? Liêm, Hà N?i",53,4,,,,4,4,,,,8.7
"D? án Tr?n Anh Riverside, Ðý?ng T?nh l? 824, Th? tr?n B?n L?c, B?n L?c, Long An",153,,16,,,3,5,4,Have certificate,,2.7
"D? án Lavilla Green City, Ðý?ng Hùng Výõng, Phý?ng 6, Tân An, Long An",100,,,,,3,4,4,,,3.65
"Ph? Pháo Ðài Láng, Phý?ng Laìng Thýõòng, Ð?ng Ða, Hà N?i",35,4.7,2.5,,,5,3,3,Have certificate,,6.85
"Ðý?ng Hu?nh Vãn Bánh, Phý?ng 15, Phú Nhu?n, H? Chí Minh",40,4,8,Ðông,Ðông,2,3,3,Have certificate,Full,5
"Ðý?ng B?nh Chu?n 72, Phý?ng B?nh Chu?n, Thu?n An, B?nh Dýõng",113,5,6,Tây,Tây,2,4,2,Have certificate,Full,3.89
"Ðý?ng Qu?c l? 6, X? Ph?ng Châu, Chýõng M?, Hà N?i",40,4,5,Ðông,Ðông,4,3,3,,,2.28
"Ðý?ng Hýõng l? 2, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",68,,6,,,4,4,5,Have certificate,Full,5.99
"Ðý?ng Liên X?, X? Ph?ng Châu, Chýõng M?, Hà N?i",38,,,,,3,3,3,Have certificate,Basic,2.5
"Ðý?ng Hoàng Công, Phý?ng Ki?n Hýng, Hà Ðông, Hà N?i",50,4,6,Tây,Tây,4,4,5,Have certificate,,8.9
"Ðý?ng Lai Xá, X? Kim Chung, Hoài Ð?c, Hà N?i",42,4.2,4,,,4,4,3,Have certificate,Full,6.8
"Ðý?ng 6, X? Ph?ng Châu, Chýõng M?, Hà N?i",35,4,2.8,Ðông - Nam,Ðông - Nam,3,4,3,Have certificate,Full,2.54
"Ðý?ng 6, X? Ph?ng Châu, Chýõng M?, Hà N?i",38,4,4,Nam,Nam,3,3,3,Have certificate,Full,2.25
"Ðý?ng Qu?c l? 6, X? Ph?ng Châu, Chýõng M?, Hà N?i",35,,,,,3,,,Have certificate,Full,2.3
"D? án Sim City, Ðý?ng L? Lu, Phý?ng Trý?ng Th?nh, Qu?n 9, H? Chí Minh",86,,,Tây - Nam,,4,,,,,5.3
"X? Xuân Th?i Sõn, Hóc Môn, H? Chí Minh",196,7.4,,,,2,,,,,4.75
"Phý?ng Nhân Chính, Thanh Xuân, Hà N?i",38,6.3,,,,4,4,3,Have certificate,,6.15
"Ðý?ng L?c Long Quân, Phý?ng Ngh?a Ðô, C?u Gi?y, Hà N?i",31,3.8,,,,4,4,4,Have certificate,,5.7
"Ðý?ng H? Vãn Long, Phý?ng Tân T?o, B?nh Tân, H? Chí Minh",40,,,,,,2,2,Have certificate,Full,1.9
"Phý?ng B?nh Trýng Tây, Qu?n 2, H? Chí Minh",60,,,,,1,1,1,Have certificate,,3.2
"Phý?ng  Th?nh M? L?i, Qu?n 2, H? Chí Minh",38.1,7,,,,3,2,2,Have certificate,,3.5
"Ðý?ng 18, Phý?ng  Th?nh M? L?i, Qu?n 2, H? Chí Minh",87.3,,,Nam,,2,4,2,Have certificate,,6.9
"Ðý?ng Nguy?n Vãn Ð?u, Phý?ng 11, B?nh Th?nh, H? Chí Minh",37,9.5,6,,,3,3,3,Have certificate,Full,5.95
"Ðý?ng L?c Long Quân, Phý?ng Th?y Khuê, Tây H?, Hà N?i",48,,,,,3,,,Have certificate,,9.5
"Ðý?ng Nguy?n H?ng Ðào, Phý?ng 14, Tân B?nh, H? Chí Minh",33,4.2,8,B?c,B?c,5,3,3,Have certificate,Basic,8.7
"Phý?ng B?nh Trýng Tây, Qu?n 2, H? Chí Minh",51.5,,,,,4,3,3,Have certificate,Basic,6.3
"Ðý?ng Trý?ng Lýu, Phý?ng Long Trý?ng, Qu?n 9, H? Chí Minh",50,,,,,3,3,3,Have certificate,Basic,4.5
"Ðý?ng Lê Ð?c Th?, Phý?ng 6, G? V?p, H? Chí Minh",66,,6,,,4,5,6,,,7.9
"H?m 100, Ðý?ng Bùi Minh Tr?c, Phý?ng 5, Qu?n 8, H? Chí Minh",110,3.7,3,,,3,4,3,Have certificate,Full,7.6
"Ðý?ng Hu?nh Vãn Bánh, Phý?ng 12, Phú Nhu?n, H? Chí Minh",34,,3.5,,,2,3,,Have certificate,Full,5.2
"Ðý?ng H?a Hýng, Phý?ng 12, Qu?n 10, H? Chí Minh",34,,3,,,4,5,4,Have certificate,Full,5.99
"Ðý?ng Hu?nh Vãn Bánh, Phý?ng 13, Phú Nhu?n, H? Chí Minh",8,,,,,3,2,3,Have certificate,Full,1.89
"Ðý?ng Ðào Trinh Nh?t, Phý?ng Linh Tây, Th? Ð?c, H? Chí Minh",103.6,5.2,,,,1,3,2,Have certificate,,8.5
"Ðý?ng S? 22, Phý?ng Linh Ðông, Th? Ð?c, H? Chí Minh",75,10,8,,,4,7,7,Have certificate,Full,10
"Ðý?ng Hu?nh Vãn Bánh, Phý?ng 13, Phú Nhu?n, H? Chí Minh",56,,,Ðông - Nam,,4,4,6,Have certificate,Full,9
"Ðý?ng Phan Vãn Tr?, Phý?ng 14, B?nh Th?nh, H? Chí Minh",60,,,,,2,3,2,Have certificate,Full,5.45
